#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  73600      6.07e+00    8.44e+00      6.58e-02    1.10e-01      1.40e-01    1.51e-01    7.6e-07
  73700      3.64e+00    5.99e+00      2.06e-02    8.40e-02      1.08e-01    8.73e-02    7.6e-07
  73800      6.25e+00    4.02e+00      9.03e-02    1.57e-02      8.03e-02    1.23e-01    7.6e-07
  73900      7.65e+00    4.00e+00      1.15e-01    3.20e-02      7.60e-02    1.09e-01    7.6e-07
  74000      5.15e+00    9.93e+00      4.43e-02    1.29e-01      1.37e-01    1.78e-01    7.6e-07
  74100      6.42e+00    4.12e+00      9.07e-02    4.29e-02      9.13e-02    9.81e-02    7.6e-07
  74200      3.69e+00    6.21e+00      4.71e-03    8.66e-02      1.16e-01    9.26e-02    7.6e-07
  74300      5.86e+00    3.75e+00      6.26e-02    2.85e-02      1.36e-01    1.04e-01    7.6e-07
  74400      3.97e+00    9.35e+00      3.89e-02    1.23e-01      9.86e-02    1.63e-01    7.6e-07
  74500      3.88e+00    9.68e+00      3.76e-02    1.30e-01      9.68e-02    1.63e-01    7.6e-07
#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  74000      6.79e+00    5.38e+00      1.00e-01    7.41e-02      7.76e-02    8.37e-02    7.6e-07
  74100      3.80e+00    8.26e+00      2.08e-02    1.10e-01      1.13e-01    1.40e-01    7.6e-07
  74200      3.91e+00    4.88e+00      3.22e-02    6.10e-02      1.06e-01    9.48e-02    7.6e-07
  74300      3.96e+00    4.67e+00      2.74e-02    5.84e-02      1.13e-01    9.04e-02    7.6e-07
  74400      8.56e+00    3.51e+00      1.08e-01    9.51e-03      1.64e-01    1.09e-01    7.6e-07
  74500      4.04e+00    8.36e+00      2.67e-02    1.27e-01      1.16e-01    7.51e-02    7.6e-07
  74600      8.31e+00    7.70e+00      1.26e-01    1.15e-01      7.73e-02    8.25e-02    7.6e-07
  74700      5.16e+00    4.23e+00      5.30e-02    3.28e-02      1.24e-01    1.17e-01    7.6e-07
  74800      5.96e+00    8.28e+00      8.36e-02    1.25e-01      8.73e-02    7.77e-02    7.6e-07
  74900      3.62e+00    3.36e+00      1.04e-03    1.35e-02      1.14e-01    1.03e-01    7.6e-07
  75000      4.84e+00    6.55e+00      4.06e-02    7.72e-02      1.30e-01    1.38e-01    4.6e-07
  75100      3.62e+00    3.94e+00      2.03e-03    3.58e-02      1.14e-01    1.02e-01    4.6e-07
  75200      6.72e+00    4.18e+00      9.71e-02    4.61e-02      8.63e-02    9.48e-02    4.6e-07
  75300      4.66e+00    5.69e+00      4.29e-02    5.61e-02      1.20e-01    1.41e-01    4.6e-07
  75400      8.48e+00    5.91e+00      1.08e-01    8.30e-02      1.60e-01    8.61e-02    4.6e-07
  75500      5.20e+00    6.62e+00      7.13e-02    9.60e-02      8.21e-02    8.35e-02    4.6e-07
  75600      9.03e+00    6.52e+00      1.20e-01    9.42e-02      1.56e-01    8.36e-02    4.6e-07
  75700      3.64e+00    4.36e+00      2.81e-02    2.97e-02      1.01e-01    1.24e-01    4.6e-07
  75800      6.07e+00    3.42e+00      8.59e-02    4.37e-03      8.58e-02    1.08e-01    4.6e-07
  75900      3.27e+00    5.44e+00      1.96e-02    7.38e-02      9.59e-02    8.84e-02    4.6e-07
  76000      3.57e+00    3.90e+00      1.76e-02    2.08e-02      1.07e-01    1.16e-01    4.6e-07
  76100      3.58e+00    7.24e+00      6.46e-03    1.07e-01      1.13e-01    8.26e-02    4.6e-07
  76200      5.23e+00    8.29e+00      6.82e-02    1.08e-01      9.33e-02    1.48e-01    4.6e-07
  76300      8.82e+00    5.19e+00      1.14e-01    5.30e-02      1.61e-01    1.25e-01    4.6e-07
  76400      3.69e+00    8.35e+00      5.57e-03    1.26e-01      1.16e-01    7.76e-02    4.6e-07
  76500      4.09e+00    3.47e+00      4.22e-02    1.16e-03      9.82e-02    1.10e-01    4.6e-07
  76600      3.49e+00    7.57e+00      3.33e-03    9.56e-02      1.10e-01    1.44e-01    4.6e-07
  76700      4.22e+00    3.98e+00      2.59e-02    2.49e-02      1.23e-01    1.15e-01    4.6e-07
  76800      3.81e+00    4.16e+00      1.50e-02    3.12e-02      1.17e-01    1.16e-01    4.6e-07
  76900      8.00e+00    5.95e+00      1.04e-01    8.44e-02      1.46e-01    8.28e-02    4.6e-07
  77000      7.71e+00    3.60e+00      1.15e-01    3.23e-04      8.23e-02    1.14e-01    4.6e-07
  77100      6.89e+00    4.31e+00      8.63e-02    3.69e-02      1.33e-01    1.15e-01    4.6e-07
  77200      5.17e+00    5.33e+00      5.13e-02    5.14e-02      1.27e-01    1.34e-01    4.6e-07
  77300      4.96e+00    3.65e+00      4.71e-02    3.43e-03      1.25e-01    1.15e-01    4.6e-07
  77400      3.51e+00    3.83e+00      1.88e-02    3.46e-02      1.04e-01    9.94e-02    4.6e-07
  77500      6.13e+00    7.70e+00      8.74e-02    9.91e-02      8.39e-02    1.42e-01    4.6e-07
  77600      6.85e+00    3.92e+00      8.31e-02    3.91e-02      1.39e-01    9.64e-02    4.6e-07
  77700      3.73e+00    8.42e+00      1.33e-02    1.27e-01      1.15e-01    7.75e-02    4.6e-07
  77800      7.22e+00    5.33e+00      8.83e-02    5.23e-02      1.45e-01    1.32e-01    4.6e-07
  77900      4.33e+00    3.55e+00      4.75e-02    2.30e-03      9.88e-02    1.12e-01    4.6e-07
  78000      7.38e+00    4.30e+00      1.10e-01    3.13e-02      7.62e-02    1.21e-01    4.6e-07
  78100      7.84e+00    9.46e+00      1.18e-01    1.27e-01      7.45e-02    1.59e-01    4.6e-07
  78200      5.37e+00    7.18e+00      7.26e-02    8.42e-02      8.81e-02    1.52e-01    4.6e-07
  78300      7.18e+00    3.65e+00      1.05e-01    1.32e-02      8.45e-02    1.12e-01    4.6e-07
  78400      5.26e+00    8.15e+00      6.82e-02    1.23e-01      9.51e-02    7.90e-02    4.6e-07
  78500      7.30e+00    6.67e+00      8.96e-02    8.01e-02      1.46e-01    1.37e-01    4.6e-07
  78600      9.74e+00    9.31e+00      1.30e-01    1.24e-01      1.66e-01    1.59e-01    4.6e-07
  78700      3.97e+00    3.55e+00      3.36e-02    8.37e-03      1.06e-01    1.11e-01    4.6e-07
  78800      7.46e+00    5.72e+00      1.09e-01    6.04e-02      8.83e-02    1.35e-01    4.6e-07
  78900      5.00e+00    9.10e+00      4.66e-02    1.24e-01      1.28e-01    1.45e-01    4.6e-07
  79000      5.72e+00    4.88e+00      8.01e-02    6.16e-02      8.45e-02    9.28e-02    4.6e-07
  79100      7.38e+00    4.95e+00      1.10e-01    6.44e-02      7.79e-02    8.91e-02    4.6e-07
  79200      6.86e+00    7.93e+00      1.01e-01    1.04e-01      8.16e-02    1.39e-01    4.6e-07
  79300      5.55e+00    4.23e+00      7.54e-02    3.33e-02      8.97e-02    1.16e-01    4.6e-07
  79400      8.47e+00    8.45e+00      1.28e-01    1.28e-01      7.68e-02    7.72e-02    4.6e-07
  79500      7.27e+00    9.20e+00      8.52e-02    1.20e-01      1.54e-01    1.64e-01    4.6e-07
  79600      6.90e+00    7.18e+00      8.32e-02    1.05e-01      1.41e-01    8.48e-02    4.6e-07
  79700      7.09e+00    9.15e+00      1.04e-01    1.22e-01      8.26e-02    1.57e-01    4.6e-07
  79800      6.17e+00    8.52e+00      8.77e-02    1.09e-01      8.57e-02    1.59e-01    4.6e-07
  79900      3.48e+00    7.94e+00      1.38e-04    1.02e-01      1.10e-01    1.46e-01    4.6e-07
  80000      7.05e+00    3.85e+00      1.04e-01    1.63e-02      8.27e-02    1.17e-01    2.7e-07
  80100      4.66e+00    4.89e+00      5.68e-02    4.52e-02      9.41e-02    1.25e-01    2.7e-07
  80200      4.65e+00    4.11e+00      3.80e-02    2.33e-02      1.26e-01    1.21e-01    2.7e-07
  80300      5.14e+00    4.71e+00      6.69e-02    3.94e-02      9.20e-02    1.26e-01    2.7e-07
  80400      3.57e+00    8.36e+00      6.03e-03    1.27e-01      1.12e-01    7.44e-02    2.7e-07
  80500      3.71e+00    5.66e+00      4.24e-03    5.67e-02      1.17e-01    1.39e-01    2.7e-07
  80600      8.11e+00    7.65e+00      1.03e-01    1.15e-01      1.52e-01    7.54e-02    2.7e-07
  80700      7.26e+00    5.18e+00      1.07e-01    5.43e-02      8.51e-02    1.23e-01    2.7e-07
  80800      7.97e+00    7.97e+00      9.60e-02    1.03e-01      1.63e-01    1.46e-01    2.7e-07
  80900      3.39e+00    3.73e+00      2.66e-03    3.33e-02      1.07e-01    9.73e-02    2.7e-07
  81000      4.13e+00    7.69e+00      2.07e-02    9.69e-02      1.24e-01    1.47e-01    2.7e-07
  81100      4.29e+00    4.31e+00      4.72e-02    5.02e-02      9.74e-02    9.23e-02    2.7e-07
  81200      7.24e+00    6.81e+00      8.86e-02    9.66e-02      1.45e-01    9.55e-02    2.7e-07
  81300      4.15e+00    8.46e+00      3.51e-02    1.28e-01      1.11e-01    7.51e-02    2.7e-07
  81400      7.41e+00    4.37e+00      9.18e-02    3.73e-02      1.46e-01    1.16e-01    2.7e-07
  81500      6.41e+00    6.73e+00      9.21e-02    9.73e-02      8.50e-02    8.62e-02    2.7e-07
  81600      8.53e+00    5.06e+00      1.12e-01    6.45e-02      1.50e-01    9.48e-02    2.7e-07
  81700      7.01e+00    6.11e+00      8.35e-02    6.61e-02      1.46e-01    1.41e-01    2.7e-07
  81800      8.13e+00    7.48e+00      1.23e-01    1.10e-01      7.57e-02    8.47e-02    2.7e-07
  81900      7.99e+00    9.36e+00      1.00e-01    1.24e-01      1.55e-01    1.63e-01    2.7e-07
  82000      6.70e+00    4.02e+00      7.87e-02    4.13e-02      1.42e-01    9.69e-02    2.7e-07
  82100      3.40e+00    5.64e+00      9.65e-03    5.66e-02      1.06e-01    1.38e-01    2.7e-07
  82200      5.04e+00    3.43e+00      4.82e-02    8.35e-03      1.27e-01    1.07e-01    2.7e-07
  82300      7.38e+00    3.39e+00      1.09e-01    2.81e-03      8.28e-02    1.07e-01    2.7e-07
  82400      5.06e+00    4.35e+00      6.51e-02    2.75e-02      9.32e-02    1.26e-01    2.7e-07
  82500      8.43e+00    3.36e+00      1.13e-01    1.89e-02      1.42e-01    9.94e-02    2.7e-07
  82600      8.34e+00    6.29e+00      1.08e-01    7.56e-02      1.52e-01    1.29e-01    2.7e-07
  82700      5.93e+00    4.81e+00      6.46e-02    6.15e-02      1.36e-01    8.99e-02    2.7e-07
  82800      5.25e+00    3.76e+00      5.33e-02    3.01e-02      1.27e-01    1.03e-01    2.7e-07
  82900      9.51e+00    5.12e+00      1.27e-01    6.68e-02      1.62e-01    9.14e-02    2.7e-07
  83000      3.59e+00    3.49e+00      1.58e-02    2.82e-03      1.09e-01    1.10e-01    2.7e-07
  83100      4.47e+00    8.25e+00      5.26e-02    1.25e-01      9.43e-02    7.44e-02    2.7e-07
  83200      7.96e+00    7.64e+00      1.20e-01    9.68e-02      7.82e-02    1.45e-01    2.7e-07
  83300      5.04e+00    3.80e+00      4.33e-02    3.36e-02      1.34e-01    9.94e-02    2.7e-07
  83400      3.35e+00    6.17e+00      1.88e-02    7.31e-02      9.92e-02    1.29e-01    2.7e-07
  83500      3.67e+00    7.73e+00      2.60e-02    9.81e-02      1.04e-01    1.46e-01    2.7e-07
  83600      6.83e+00    3.71e+00      1.01e-01    2.16e-02      7.82e-02    1.09e-01    2.7e-07
  83700      5.16e+00    4.06e+00      6.96e-02    2.71e-02      8.51e-02    1.16e-01    2.7e-07
  83800      3.94e+00    7.59e+00      3.26e-02    9.57e-02      1.06e-01    1.45e-01    2.7e-07
  83900      3.19e+00    3.56e+00      6.12e-03    5.21e-03      1.00e-01    1.12e-01    2.7e-07
  84000      3.73e+00    7.18e+00      1.36e-02    8.65e-02      1.15e-01    1.47e-01    2.7e-07
  84100      8.20e+00    3.68e+00      1.24e-01    1.34e-02      7.60e-02    1.13e-01    2.7e-07
  84200      4.66e+00    3.80e+00      5.62e-02    2.28e-02      9.54e-02    1.11e-01    2.7e-07
  84300      3.82e+00    6.80e+00      3.59e-02    9.71e-02      9.71e-02    9.22e-02    2.7e-07
  84400      6.43e+00    3.81e+00      9.31e-02    3.12e-02      8.20e-02    1.03e-01    2.7e-07
  84500      6.34e+00    5.19e+00      6.56e-02    6.98e-02      1.52e-01    8.62e-02    2.7e-07
  84600      4.21e+00    3.55e+00      4.91e-02    8.75e-03      9.00e-02    1.11e-01    2.7e-07
  84700      7.17e+00    8.05e+00      1.04e-01    1.21e-01      9.07e-02    8.13e-02    2.7e-07
  84800      6.62e+00    6.98e+00      8.11e-02    1.03e-01      1.32e-01    7.90e-02    2.7e-07
  84900      4.25e+00    9.13e+00      3.48e-02    1.19e-01      1.15e-01    1.62e-01    2.7e-07
  85000      4.72e+00    5.04e+00      5.64e-02    6.48e-02      9.78e-02    9.27e-02    1.6e-07
  85100      4.47e+00    9.50e+00      5.20e-02    1.27e-01      9.56e-02    1.59e-01    1.6e-07
  85200      8.71e+00    6.46e+00      1.33e-01    9.28e-02      7.37e-02    8.55e-02    1.6e-07
  85300      8.88e+00    7.21e+00      1.15e-01    1.06e-01      1.62e-01    8.16e-02    1.6e-07
  85400      3.93e+00    4.29e+00      2.85e-02    4.19e-02      1.10e-01    1.07e-01    1.6e-07
  85500      7.16e+00    4.00e+00      8.68e-02    4.47e-02      1.45e-01    8.93e-02    1.6e-07
  85600      4.50e+00    6.72e+00      3.66e-02    8.03e-02      1.22e-01    1.39e-01    1.6e-07
  85700      6.31e+00    4.24e+00      6.98e-02    4.63e-02      1.43e-01    9.69e-02    1.6e-07
  85800      7.15e+00    5.94e+00      1.06e-01    8.50e-02      7.96e-02    8.02e-02    1.6e-07
  85900      4.47e+00    7.42e+00      3.90e-02    9.54e-02      1.18e-01    1.37e-01    1.6e-07
  86000      3.87e+00    6.27e+00      8.43e-03    8.89e-02      1.21e-01    8.75e-02    1.6e-07
  86100      5.37e+00    5.33e+00      7.08e-02    5.28e-02      9.38e-02    1.31e-01    1.6e-07
  86200      5.46e+00    3.68e+00      7.55e-02    8.20e-03      8.40e-02    1.15e-01    1.6e-07
  86300      3.43e+00    7.41e+00      1.99e-02    9.41e-02      1.01e-01    1.40e-01    1.6e-07
  86400      3.99e+00    6.69e+00      3.54e-02    9.73e-02      1.05e-01    8.32e-02    1.6e-07
  86500      3.83e+00    8.56e+00      3.13e-02    1.30e-01      1.04e-01    7.78e-02    1.6e-07
  86600      4.55e+00    9.73e+00      3.71e-02    1.32e-01      1.23e-01    1.57e-01    1.6e-07
  86700      5.14e+00    5.76e+00      5.56e-02    6.22e-02      1.18e-01    1.33e-01    1.6e-07
  86800      4.34e+00    6.73e+00      3.29e-02    9.58e-02      1.21e-01    9.22e-02    1.6e-07
  86900      4.42e+00    3.60e+00      3.10e-02    6.60e-03      1.25e-01    1.13e-01    1.6e-07
  87000      6.29e+00    1.00e+01      6.91e-02    1.35e-01      1.43e-01    1.64e-01    1.6e-07
  87100      3.91e+00    5.27e+00      3.94e-02    6.92e-02      9.54e-02    9.29e-02    1.6e-07
  87200      7.51e+00    7.89e+00      9.36e-02    1.04e-01      1.46e-01    1.39e-01    1.6e-07
  87300      6.52e+00    7.44e+00      7.71e-02    1.10e-01      1.37e-01    8.17e-02    1.6e-07
  87400      8.63e+00    8.48e+00      1.30e-01    1.11e-01      8.11e-02    1.51e-01    1.6e-07
  87500      3.85e+00    3.72e+00      2.63e-02    1.90e-02      1.10e-01    1.11e-01    1.6e-07
  87600      6.55e+00    3.93e+00      9.30e-02    3.67e-02      9.13e-02    1.00e-01    1.6e-07
  87700      6.49e+00    5.98e+00      9.35e-02    6.88e-02      8.43e-02    1.29e-01    1.6e-07
  87800      7.50e+00    3.59e+00      1.12e-01    1.15e-02      7.94e-02    1.11e-01    1.6e-07
  87900      3.84e+00    3.92e+00      2.46e-02    3.19e-02      1.11e-01    1.06e-01    1.6e-07
  88000      5.48e+00    7.03e+00      5.96e-02    1.04e-01      1.26e-01    7.90e-02    1.6e-07
  88100      9.25e+00    6.20e+00      1.21e-01    7.30e-02      1.63e-01    1.31e-01    1.6e-07
  88200      6.01e+00    3.89e+00      6.63e-02    3.11e-02      1.36e-01    1.06e-01    1.6e-07
  88300      6.68e+00    3.61e+00      8.25e-02    3.78e-03      1.32e-01    1.14e-01    1.6e-07
  88400      8.55e+00    8.82e+00      1.15e-01    1.17e-01      1.44e-01    1.52e-01    1.6e-07
  88500      9.63e+00    3.54e+00      1.30e-01    1.16e-02      1.60e-01    1.10e-01    1.6e-07
  88600      5.23e+00    7.50e+00      5.58e-02    9.41e-02      1.22e-01    1.44e-01    1.6e-07
  88700      6.60e+00    4.20e+00      9.59e-02    4.78e-02      8.24e-02    9.22e-02    1.6e-07
  88800      3.62e+00    8.15e+00      9.10e-03    1.23e-01      1.13e-01    7.66e-02    1.6e-07
  88900      7.70e+00    5.39e+00      1.15e-01    5.47e-02      7.99e-02    1.31e-01    1.6e-07
  89000      4.90e+00    6.30e+00      4.45e-02    7.26e-02      1.27e-01    1.37e-01    1.6e-07
  89100      4.43e+00    8.98e+00      5.52e-02    1.19e-01      8.61e-02    1.55e-01    1.6e-07
  89200      8.76e+00    7.45e+00      1.12e-01    9.10e-02      1.63e-01    1.50e-01    1.6e-07
  89300      3.60e+00    3.67e+00      2.11e-02    7.38e-04      1.06e-01    1.16e-01    1.6e-07
  89400      7.35e+00    3.81e+00      9.16e-02    3.14e-02      1.43e-01    1.03e-01    1.6e-07
  89500      4.34e+00    3.94e+00      2.30e-02    3.84e-02      1.29e-01    9.79e-02    1.6e-07
  89600      7.71e+00    4.44e+00      9.72e-02    2.93e-02      1.47e-01    1.28e-01    1.6e-07
  89700      5.17e+00    3.55e+00      5.22e-02    5.57e-04      1.26e-01    1.12e-01    1.6e-07
  89800      4.12e+00    3.50e+00      4.27e-02    2.22e-02      9.84e-02    1.01e-01    1.6e-07
  89900      6.31e+00    5.22e+00      8.96e-02    6.95e-02      8.78e-02    8.91e-02    1.6e-07
  90000      5.16e+00    8.46e+00      7.13e-02    1.11e-01      7.96e-02    1.50e-01    9.8e-08
  90100      1.00e+01    6.67e+00      1.34e-01    8.15e-02      1.70e-01    1.34e-01    9.8e-08
  90200      7.05e+00    4.17e+00      1.04e-01    3.14e-02      7.92e-02    1.16e-01    9.8e-08
  90300      3.64e+00    4.69e+00      1.25e-02    4.42e-02      1.12e-01    1.19e-01    9.8e-08
  90400      3.60e+00    4.45e+00      2.58e-03    3.02e-02      1.14e-01    1.27e-01    9.8e-08
  90500      3.54e+00    7.29e+00      3.27e-03    1.08e-01      1.12e-01    8.08e-02    9.8e-08
  90600      7.98e+00    5.87e+00      1.01e-01    8.26e-02      1.50e-01    8.47e-02    9.8e-08
  90700      5.33e+00    3.32e+00      5.04e-02    2.15e-02      1.35e-01    9.59e-02    9.8e-08
  90800      5.83e+00    4.94e+00      8.18e-02    5.05e-02      8.50e-02    1.19e-01    9.8e-08
  90900      7.38e+00    4.21e+00      9.07e-02    4.32e-02      1.47e-01    1.01e-01    9.8e-08
  91000      3.86e+00    3.61e+00      1.85e-02    1.12e-02      1.16e-01    1.12e-01    9.8e-08
  91100      8.01e+00    7.83e+00      1.00e-01    1.17e-01      1.55e-01    8.25e-02    9.8e-08
  91200      3.60e+00    3.67e+00      1.11e-02    6.46e-04      1.12e-01    1.16e-01    9.8e-08
  91300      6.12e+00    7.72e+00      6.84e-02    9.90e-02      1.37e-01    1.43e-01    9.8e-08
  91400      7.64e+00    6.56e+00      1.14e-01    9.34e-02      8.19e-02    9.02e-02    9.8e-08
  91500      7.12e+00    7.72e+00      1.04e-01    1.16e-01      8.59e-02    7.42e-02    9.8e-08
  91600      6.18e+00    3.28e+00      7.22e-02    1.19e-02      1.32e-01    1.01e-01    9.8e-08
  91700      4.45e+00    4.85e+00      5.42e-02    4.86e-02      8.94e-02    1.19e-01    9.8e-08
  91800      7.99e+00    6.17e+00      1.01e-01    6.74e-02      1.51e-01    1.41e-01    9.8e-08
  91900      6.65e+00    3.70e+00      9.78e-02    1.19e-02      7.72e-02    1.15e-01    9.8e-08
  92000      5.91e+00    8.51e+00      6.48e-02    1.29e-01      1.35e-01    7.40e-02    9.8e-08
  92100      7.42e+00    3.93e+00      1.09e-01    1.11e-02      8.61e-02    1.22e-01    9.8e-08
  92200      7.20e+00    8.40e+00      8.69e-02    1.12e-01      1.47e-01    1.44e-01    9.8e-08
  92300      8.57e+00    4.56e+00      1.14e-01    3.59e-02      1.46e-01    1.25e-01    9.8e-08
  92400      9.37e+00    5.39e+00      1.24e-01    5.81e-02      1.62e-01    1.25e-01    9.8e-08
  92500      3.77e+00    8.53e+00      1.68e-02    1.29e-01      1.14e-01    7.77e-02    9.8e-08
  92600      5.49e+00    3.70e+00      5.91e-02    2.56e-02      1.27e-01    1.05e-01    9.8e-08
  92700      8.39e+00    6.44e+00      1.10e-01    9.23e-02      1.47e-01    8.61e-02    9.8e-08
  92800      4.91e+00    8.38e+00      4.42e-02    1.12e-01      1.28e-01    1.42e-01    9.8e-08
  92900      9.59e+00    5.45e+00      1.28e-01    5.81e-02      1.64e-01    1.27e-01    9.8e-08
  93000      4.22e+00    6.67e+00      2.97e-02    9.68e-02      1.19e-01    8.33e-02    9.8e-08
  93100      7.44e+00    4.81e+00      9.54e-02    5.67e-02      1.38e-01    1.01e-01    9.8e-08
  93200      4.42e+00    1.01e+01      5.18e-02    1.35e-01      9.40e-02    1.69e-01    9.8e-08
  93300      4.16e+00    5.35e+00      2.97e-02    7.11e-02      1.17e-01    9.15e-02    9.8e-08
  93400      5.41e+00    3.50e+00      7.24e-02    2.22e-02      9.11e-02    1.01e-01    9.8e-08
  93500      5.48e+00    3.69e+00      5.78e-02    1.28e-02      1.29e-01    1.14e-01    9.8e-08
  93600      4.48e+00    8.12e+00      5.05e-02    1.05e-01      9.94e-02    1.48e-01    9.8e-08
  93700      5.22e+00    4.50e+00      5.39e-02    5.57e-02      1.25e-01    8.87e-02    9.8e-08
  93800      3.59e+00    4.83e+00      2.61e-02    3.45e-02      1.01e-01    1.36e-01    9.8e-08
  93900      5.96e+00    8.11e+00      8.29e-02    1.05e-01      8.94e-02    1.48e-01    9.8e-08
  94000      8.32e+00    3.79e+00      1.26e-01    6.65e-03      7.59e-02    1.19e-01    9.8e-08
  94100      4.62e+00    8.71e+00      3.36e-02    1.15e-01      1.30e-01    1.52e-01    9.8e-08
  94200      4.60e+00    6.48e+00      3.12e-02    9.29e-02      1.32e-01    8.68e-02    9.8e-08
  94300      7.21e+00    4.13e+00      1.06e-01    2.49e-02      8.26e-02    1.21e-01    9.8e-08
  94400      6.28e+00    3.94e+00      7.20e-02    3.29e-02      1.37e-01    1.06e-01    9.8e-08
  94500      4.91e+00    9.67e+00      5.96e-02    1.29e-01      9.97e-02    1.63e-01    9.8e-08
  94600      8.94e+00    8.95e+00      1.18e-01    1.18e-01      1.57e-01    1.57e-01    9.8e-08
  94700      8.60e+00    7.50e+00      1.29e-01    9.52e-02      8.48e-02    1.41e-01    9.8e-08
  94800      3.51e+00    6.23e+00      2.43e-02    7.32e-02      9.98e-02    1.32e-01    9.8e-08
  94900      4.57e+00    7.44e+00      2.72e-02    9.02e-02      1.34e-01    1.51e-01    9.8e-08
  95000      6.23e+00    3.38e+00      8.87e-02    1.18e-02      8.55e-02    1.04e-01    5.9e-08
  95100      3.68e+00    4.05e+00      2.59e-02    2.66e-02      1.04e-01    1.16e-01    5.9e-08
  95200      5.29e+00    5.79e+00      6.94e-02    6.57e-02      9.36e-02    1.28e-01    5.9e-08
  95300      4.88e+00    5.17e+00      6.15e-02    6.68e-02      9.34e-02    9.42e-02    5.9e-08
  95400      3.90e+00    3.98e+00      1.44e-02    3.37e-02      1.20e-01    1.06e-01    5.9e-08
  95500      3.75e+00    7.28e+00      1.93e-03    1.08e-01      1.18e-01    8.00e-02    5.9e-08
  95600      4.05e+00    3.75e+00      4.07e-02    2.98e-02      9.88e-02    1.03e-01    5.9e-08
  95700      8.09e+00    7.49e+00      1.21e-01    1.11e-01      8.35e-02    8.25e-02    5.9e-08
  95800      4.20e+00    9.48e+00      1.88e-02    1.25e-01      1.27e-01    1.64e-01    5.9e-08
  95900      5.89e+00    9.78e+00      8.23e-02    1.29e-01      8.71e-02    1.71e-01    5.9e-08
  96000      8.53e+00    5.31e+00      1.29e-01    7.27e-02      7.58e-02    8.38e-02    5.9e-08
  96100      4.15e+00    7.41e+00      4.38e-02    9.26e-02      9.78e-02    1.43e-01    5.9e-08
  96200      3.44e+00    8.26e+00      5.23e-03    1.10e-01      1.08e-01    1.42e-01    5.9e-08
  96300      4.25e+00    5.94e+00      3.13e-02    8.39e-02      1.19e-01    8.45e-02    5.9e-08
  96400      4.64e+00    3.68e+00      5.89e-02    3.11e-02      8.76e-02    9.85e-02    5.9e-08
  96500      4.93e+00    7.94e+00      6.33e-02    1.01e-01      9.08e-02    1.48e-01    5.9e-08
  96600      4.96e+00    5.97e+00      6.30e-02    8.30e-02      9.36e-02    8.99e-02    5.9e-08
  96700      8.81e+00    8.51e+00      1.19e-01    1.29e-01      1.44e-01    7.46e-02    5.9e-08
  96800      3.43e+00    4.18e+00      1.87e-02    3.38e-02      1.02e-01    1.14e-01    5.9e-08
  96900      4.64e+00    8.50e+00      4.15e-02    1.29e-01      1.21e-01    7.76e-02    5.9e-08
  97000      4.75e+00    7.18e+00      3.91e-02    1.05e-01      1.28e-01    8.63e-02    5.9e-08
  97100      3.65e+00    6.48e+00      9.98e-03    9.28e-02      1.14e-01    8.69e-02    5.9e-08
  97200      4.14e+00    4.16e+00      3.23e-02    4.46e-02      1.14e-01    9.69e-02    5.9e-08
  97300      6.75e+00    3.54e+00      9.86e-02    1.50e-03      8.14e-02    1.12e-01    5.9e-08
  97400      5.51e+00    3.38e+00      6.07e-02    2.24e-03      1.25e-01    1.07e-01    5.9e-08
  97500      7.28e+00    5.39e+00      8.99e-02    5.59e-02      1.44e-01    1.29e-01    5.9e-08
  97600      3.53e+00    4.51e+00      1.02e-02    4.91e-02      1.10e-01    1.03e-01    5.9e-08
  97700      3.93e+00    6.00e+00      3.26e-02    8.54e-02      1.06e-01    8.28e-02    5.9e-08
  97800      8.01e+00    8.25e+00      1.21e-01    1.23e-01      7.68e-02    8.70e-02    5.9e-08
  97900      5.15e+00    9.14e+00      6.57e-02    1.21e-01      9.59e-02    1.57e-01    5.9e-08
  98000      3.43e+00    4.23e+00      1.37e-02    4.31e-02      1.05e-01    1.02e-01    5.9e-08
  98100      8.85e+00    5.96e+00      1.19e-01    6.58e-02      1.48e-01    1.35e-01    5.9e-08
  98200      4.01e+00    3.82e+00      4.37e-02    3.14e-02      9.21e-02    1.03e-01    5.9e-08
  98300      6.97e+00    9.51e+00      1.02e-01    1.28e-01      8.31e-02    1.59e-01    5.9e-08
  98400      5.06e+00    6.14e+00      6.53e-02    6.67e-02      9.23e-02    1.41e-01    5.9e-08
  98500      3.21e+00    7.56e+00      8.11e-03    1.12e-01      1.00e-01    8.34e-02    5.9e-08
  98600      3.66e+00    5.50e+00      6.70e-03    7.43e-02      1.15e-01    9.06e-02    5.9e-08
  98700      7.50e+00    6.71e+00      1.12e-01    9.75e-02      8.04e-02    8.37e-02    5.9e-08
  98800      4.86e+00    7.61e+00      5.99e-02    1.13e-01      9.61e-02    8.23e-02    5.9e-08
  98900      3.33e+00    6.02e+00      1.03e-02    8.13e-02      1.03e-01    9.89e-02    5.9e-08
  99000      8.99e+00    3.71e+00      1.20e-01    9.03e-03      1.53e-01    1.16e-01    5.9e-08
  99100      8.60e+00    4.11e+00      1.30e-01    2.80e-02      7.74e-02    1.17e-01    5.9e-08
